0
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
neutro
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
neutra
neutra
neutra
neutra
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
vende_1_compra_2
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
neutra
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
compra_1_vende_2
neutra
