Ordem,Timestamp,Valor,Saldo,Sinal,Saldo_norm,Valor_norm
Hold,2019-11-04 17:00:00,0.01969,924.9479511721956,Hold,924.9479511721973,594.3253848475695
Hold,2019-11-04 18:00:00,0.01962,921.6596649059663,Hold,921.659664905968,592.212496226984
Hold,2019-11-04 19:00:00,0.01962,921.6596649059663,Hold,921.659664905968,592.212496226984
Hold,2019-11-04 20:00:00,0.0198,930.1152581619846,Hold,930.1152581619863,597.6456383942041
Hold,2019-11-04 21:00:00,0.01973,926.8269718957553,Hold,926.826971895757,595.5327497736184
Hold,2019-11-04 22:00:00,0.01969,924.9479511721956,Hold,924.9479511721973,594.3253848475695
Hold,2019-11-04 23:00:00,0.0198,930.1152581619846,Hold,930.1152581619862,597.645638394204
Hold,2019-11-05 00:00:00,0.0198,930.1152581619846,Hold,930.1152581619862,597.645638394204
Hold,2019-11-05 01:00:00,0.01993,936.2220755135531,Hold,936.2220755135546,601.5695744038627
Hold,2019-11-05 02:00:00,0.01991,935.2825651517734,Hold,935.2825651517749,600.9658919408382
Hold,2019-11-05 03:00:00,0.01984,931.9942788855441,Hold,931.9942788855456,598.8530033202527
Hold,2019-11-05 04:00:00,0.01981,930.5850133428745,Hold,930.585013342876,597.947479625716
Hold,2019-11-05 05:00:00,0.01977,928.7059926193149,Hold,928.7059926193164,596.7401146996671
Hold,2019-11-05 06:00:00,0.01952,916.9621130970675,Hold,916.9621130970689,589.1940839118614
Hold,2019-11-05 07:00:00,0.0195,916.0226027352878,Hold,916.0226027352893,588.590401448837
Hold,2019-11-05 08:00:00,0.01953,917.4318682779574,Hold,917.431868277959,589.4959251433737
Hold,2019-11-05 09:00:00,0.01971,925.8874615339754,Hold,925.887461533977,594.9290673105937
Hold,2019-11-05 10:00:00,0.01967,924.008440810416,Hold,924.0084408104176,593.7217023845449
Hold,2019-11-05 11:00:00,0.01968,924.4781959913057,Hold,924.4781959913072,594.0235436160572
Hold,2019-11-05 12:00:00,0.0198,930.1152581619846,Hold,930.1152581619862,597.6456383942038
Hold,2019-11-05 13:00:00,0.01969,924.9479511721956,Hold,924.9479511721973,594.3253848475692
Hold,2019-11-05 14:00:00,0.0199,934.8128099708834,Hold,934.8128099708852,600.664050709326
Hold,2019-11-05 15:00:00,0.01987,933.4035444282138,Hold,933.4035444282154,599.7585270147893
Hold,2019-11-05 16:00:00,0.01986,932.9337892473238,Hold,932.9337892473254,599.4566857832771
Hold,2019-11-05 17:00:00,0.01988,933.8732996091036,Hold,933.8732996091053,600.0603682463014
Hold,2019-11-05 18:00:00,0.0199,934.8128099708834,Hold,934.8128099708852,600.6640507093259
Hold,2019-11-05 19:00:00,0.01992,935.7523203326632,Hold,935.752320332665,601.2677331723504
Hold,2019-11-05 20:00:00,0.01993,936.2220755135531,Hold,936.2220755135548,601.5695744038626
Hold,2019-11-05 21:00:00,0.01996,937.6313410562227,Hold,937.6313410562244,602.4750980983991
Hold,2019-11-05 22:00:00,0.01976,928.236237438425,Hold,928.2362374384267,596.4382734681546
Hold,2019-11-05 23:00:00,0.01975,927.766482257535,Hold,927.7664822575366,596.1364322366425
Hold,2019-11-06 00:00:00,0.01962,921.6596649059663,Hold,921.6596649059679,592.2124962269835
Hold,2019-11-06 01:00:00,0.01969,924.9479511721956,Hold,924.9479511721972,594.325384847569
Hold,2019-11-06 02:00:00,0.01973,926.8269718957553,Hold,926.8269718957569,595.5327497736179
Hold,2019-11-06 03:00:00,0.01969,924.9479511721956,Hold,924.9479511721972,594.3253848475689
Hold,2019-11-06 04:00:00,0.01984,931.9942788855441,Hold,931.9942788855457,598.8530033202522
Hold,2019-11-06 05:00:00,0.0199,934.8128099708834,Hold,934.8128099708852,600.6640507093257
Hold,2019-11-06 06:00:00,0.01996,937.6313410562227,Hold,937.6313410562244,602.4750980983989
Hold,2019-11-06 07:00:00,0.01994,936.691830694443,Hold,936.6918306944447,601.8714156353745
Hold,2019-11-06 08:00:00,0.02053,964.4073863669465,Hold,964.4073863669482,619.6800482945957
Hold,2019-11-06 09:00:00,0.02033,955.0122827491488,Hold,955.0122827491504,613.6432236643514
Hold,2019-11-06 10:00:00,0.02007,942.7986480460116,Hold,942.7986480460132,605.7953516450335
Hold,2019-11-06 11:00:00,0.02019,948.4357102166903,Hold,948.4357102166919,609.4174464231801
Hold,2019-11-06 12:00:00,0.02005,941.8591376842317,Hold,941.8591376842331,605.1916691820088
Hold,2019-11-06 13:00:00,0.01986,932.9337892473238,Hold,932.9337892473253,599.4566857832766
Hold,2019-11-06 14:00:00,0.01988,933.8732996091036,Hold,933.8732996091052,600.0603682463011
Hold,2019-11-06 15:00:00,0.02003,940.919627322452,Hold,940.9196273224536,604.5879867189846
Hold,2019-11-06 16:00:00,0.01994,936.691830694443,Hold,936.6918306944445,601.8714156353745
Hold,2019-11-06 17:00:00,0.01988,933.8732996091036,Hold,933.8732996091052,600.0603682463012
Hold,2019-11-06 18:00:00,0.01992,935.7523203326632,Hold,935.7523203326649,601.2677331723502
Hold,2019-11-06 19:00:00,0.01985,932.4640340664339,Hold,932.4640340664356,599.1548445517647
Hold,2019-11-06 20:00:00,0.01992,935.7523203326632,Hold,935.7523203326649,601.2677331723502
