Ordem,Timestamp,Valor,Saldo,Sinal,Saldo_norm,Valor_norm
Hold,2022-03-14 00:00:00,362.7,10028.657565702983,Hold,10028.657565702959,69286.31466340601
Hold,2022-03-14 01:00:00,363.9,10061.83757419166,Hold,10061.837574191637,69515.54978222621
Hold,2022-03-14 02:00:00,364.2,10070.132576313828,Hold,10070.132576313805,69572.85856193127
Hold,2022-03-14 03:00:00,365.1,10095.01758268034,Hold,10095.017582680317,69744.78490104643
Hold,2022-03-14 04:00:00,368.7,10194.557608146373,Hold,10194.55760814635,70432.49025750704
Hold,2022-03-14 05:00:00,367.6,10164.142600365085,Hold,10164.142600365061,70222.35806525519
Hold,2022-03-14 06:00:00,368.2,10180.732604609422,Hold,10180.732604609399,70336.97562466528
Hold,2022-03-14 07:00:00,369.6,10219.442614512882,Hold,10219.442614512858,70604.4165966222
Hold,2022-03-14 08:00:00,370.3,10238.79761946461,Hold,10238.797619464587,70738.13708260066
Hold,2022-03-14 09:00:00,370.1,10233.267618049831,Hold,10233.267618049807,70699.93122946395
Hold,2022-03-14 10:00:00,369.8,10224.972615927662,Hold,10224.972615927638,70642.6224497589
Hold,2022-03-14 11:00:00,368.5,10189.027606731594,Hold,10189.02760673157,70394.28440437035
Hold,2022-03-14 12:00:00,367.9,10172.437602487254,Hold,10172.43760248723,70279.66684496024
Hold,2022-03-14 13:00:00,368.7,10194.557608146373,Hold,10194.55760814635,70432.49025750704
Hold,2022-03-14 14:00:00,369.2,10208.38261168332,Hold,10208.382611683295,70528.00489034878
Hold,2022-03-14 15:00:00,368.2,10180.732604609422,Hold,10180.732604609397,70336.97562466528
Hold,2022-03-14 16:00:00,367.3,10155.847598242915,Hold,10155.84759824289,70165.04928555014
Hold,2022-03-14 17:00:00,366.1,10122.667589754239,Hold,10122.667589754214,69935.81416672994
Hold,2022-03-14 18:00:00,365.3,10100.547584095119,Hold,10100.547584095093,69782.99075418313
Hold,2022-03-14 19:00:00,365.8,10114.372587632068,Hold,10114.372587632042,69878.50538702488
Hold,2022-03-14 20:00:00,365.2,10097.782583387727,Hold,10097.782583387701,69763.88782761479
Hold,2022-03-14 21:00:00,366.3,10128.197591169017,Hold,10128.197591168993,69974.02001986663
Hold,2022-03-14 22:00:00,369.6,10219.442614512882,Hold,10219.442614512858,70604.41659662219
Hold,2022-03-14 23:00:00,373.4,10324.512641393696,Hold,10324.51264139367,71330.32780621949
Hold,2022-03-15 00:00:00,372.9,10310.687637856747,Hold,10310.687637856721,71234.81317337773
Hold,2022-03-15 01:00:00,368.3,10183.497605316814,Hold,10183.49760531679,70356.07855123363
Hold,2022-03-15 02:00:00,368.8,10197.322608853763,Hold,10197.322608853741,70451.59318407539
Hold,2022-03-15 03:00:00,367.2,10153.082597535524,Hold,10153.082597535502,70145.94635898179
Hold,2022-03-15 04:00:00,367.1,10150.317596828136,Hold,10150.317596828114,70126.84343241344
Hold,2022-03-15 05:00:00,366.6,10136.492593291186,Hold,10136.492593291165,70031.32879957168
Hold,2022-03-15 06:00:00,366.7,10139.257593998576,Hold,10139.257593998555,70050.43172614003
Hold,2022-03-15 07:00:00,364.2,10070.132576313828,Hold,10070.132576313807,69572.85856193128
Hold,2022-03-15 08:00:00,363.6,10053.542572069491,Hold,10053.54257206947,69458.24100252119
Hold,2022-03-15 09:00:00,364.5,10078.427578436,Hold,10078.427578435978,69630.16734163633
Hold,2022-03-15 10:00:00,365.3,10100.547584095119,Hold,10100.547584095097,69782.99075418315
Hold,2022-03-15 11:00:00,365.3,10100.547584095119,Hold,10100.547584095097,69782.99075418315
Hold,2022-03-15 12:00:00,366.9,10144.787595413356,Hold,10144.787595413334,70088.63757927675
Hold,2022-03-15 13:00:00,365.7,10111.607586924678,Hold,10111.607586924656,69859.40246045655
Hold,2022-03-15 14:00:00,368.1,10177.967603902034,Hold,10177.967603902012,70317.87269809695
Hold,2022-03-15 15:00:00,368.6,10191.792607438983,Hold,10191.792607438962,70413.38733093868
Hold,2022-03-15 16:00:00,370.4,10241.562620172,Hold,10241.562620171977,70757.24000916898
Hold,2022-03-15 17:00:00,370.8,10252.622623001562,Hold,10252.62262300154,70833.6517154424
Hold,2022-03-15 18:00:00,372.2,10291.332632905018,Hold,10291.332632904996,71101.09268739929
Hold,2022-03-15 19:00:00,373.4,10324.512641393696,Hold,10324.512641393676,71330.3278062195
Hold,2022-03-15 20:00:00,371.6,10274.74262866068,Hold,10274.74262866066,70986.47512798921
Hold,2022-03-15 21:00:00,372.9,10310.687637856747,Hold,10310.687637856727,71234.81317337776
Hold,2022-03-15 22:00:00,372.1,10288.567632197628,Hold,10288.567632197608,71081.98976083097
Hold,2022-03-15 23:00:00,371.7,10277.507629368069,Hold,10277.507629368049,71005.57805455755
Hold,2022-03-16 00:00:00,371.1,10260.91762512373,Hold,10260.91762512371,70890.96049514746
Hold,2022-03-16 01:00:00,374.1,10343.867646345425,Hold,10343.867646345405,71464.04829219797
Hold,2022-03-16 02:00:00,379.2,10484.882682422307,Hold,10484.882682422287,72438.29754718384
Hold,2022-03-16 03:00:00,370.6,10247.09262158678,Hold,10247.09262158676,70795.44586230573
Hold,2022-03-16 04:00:00,369.0,10202.852610268543,Hold,10202.852610268525,70489.79903721213
Hold,2022-03-16 05:00:00,370.2,10236.032618757221,Hold,10236.0326187572,70719.03415603233
Hold,2022-03-16 06:00:00,373.1,10316.217639271526,Hold,10316.217639271508,71273.01902651448
Hold,2022-03-16 07:00:00,372.5,10299.627635027187,Hold,10299.62763502717,71158.40146710437
Hold,2022-03-16 08:00:00,377.0,10424.05266685973,Hold,10424.052666859712,72018.03316268012
Hold,2022-03-16 09:00:00,377.9,10448.937673226237,Hold,10448.937673226219,72189.95950179527
Hold,2022-03-16 10:00:00,377.1,10426.81766756712,Hold,10426.817667567102,72037.13608924848
Hold,2022-03-16 11:00:00,377.5,10437.87767039668,Hold,10437.877670396661,72113.54779552187
Hold,2022-03-16 12:00:00,376.0,10396.402659785832,Hold,10396.402659785814,71827.00389699661
Hold,2022-03-16 13:00:00,377.3,10432.3476689819,Hold,10432.347668981882,72075.34194238516
Hold,2022-03-16 14:00:00,379.3,10487.647683129697,Hold,10487.647683129679,72457.40047375218
Hold,2022-03-16 15:00:00,378.5,10465.527677470578,Hold,10465.52767747056,72304.57706120536
Hold,2022-03-16 16:00:00,376.7,10415.75766473756,Hold,10415.757664737543,71960.72438297505
Hold,2022-03-16 17:00:00,377.6,10440.642671104071,Hold,10440.642671104055,72132.65072209021
Hold,2022-03-16 18:00:00,376.4,10407.462662615391,Hold,10407.462662615375,71903.41560327001
Hold,2022-03-16 19:00:00,383.3,10598.247711425292,Hold,10598.247711425274,73221.51753648618
Hold,2022-03-16 20:00:00,385.7,10664.607728402647,Hold,10664.607728402629,73679.98777412657
Hold,2022-03-16 21:00:00,384.4,10628.662719206579,Hold,10628.66271920656,73431.64972873802
Hold,2022-03-16 22:00:00,382.9,10587.187708595731,Hold,10587.187708595713,73145.10583021276
Hold,2022-03-16 23:00:00,385.4,10656.312726280477,Hold,10656.31272628046,73622.67899442153
Hold,2022-03-17 00:00:00,384.2,10623.1327177918,Hold,10623.132717791781,73393.44387560133
Hold,2022-03-17 01:00:00,384.9,10642.487722743528,Hold,10642.48772274351,73527.16436157978
Hold,2022-03-17 02:00:00,384.2,10623.1327177918,Hold,10623.132717791781,73393.44387560134
Hold,2022-03-17 03:00:00,383.4,10601.01271213268,Hold,10601.012712132662,73240.62046305453
Hold,2022-03-17 04:00:00,387.1,10703.317738306107,Hold,10703.317738306088,73947.42874608349
Hold,2022-03-17 05:00:00,386.1,10675.667731232208,Hold,10675.66773123219,73756.3994804
Hold,2022-03-17 06:00:00,385.5,10659.077726987869,Hold,10659.07772698785,73641.78192098989
Hold,2022-03-17 07:00:00,384.6,10634.192720621359,Hold,10634.19272062134,73469.85558187474
Hold,2022-03-17 08:00:00,385.1,10648.01772415831,Hold,10648.017724158291,73565.3702147165
Hold,2022-03-17 09:00:00,385.4,10656.312726280477,Hold,10656.31272628046,73622.67899442153
