Ordem,Timestamp,Valor,Saldo,Sinal,Saldo_norm,Valor_norm
Hold,2024-11-15 21:00:00,0.1419,1815.4570935384768,Hold,1815.4570935385034,1041.3914575076844
Hold,2024-11-15 22:00:00,0.1441,1843.6037151437245,Hold,1843.6037151437517,1057.5370615000518
Hold,2024-11-15 23:00:00,0.1457,1864.0739854020862,Hold,1864.0739854021137,1069.279318949046
Hold,2024-11-16 00:00:00,0.1446,1850.0006745994626,Hold,1850.00067459949,1061.2065169528623
Hold,2024-11-16 01:00:00,0.1417,1812.8983097561813,Hold,1812.898309756208,1039.9236753265602
Hold,2024-11-16 02:00:00,0.1426,1824.4128367765102,Hold,1824.412836776537,1046.5286951416197
Hold,2024-11-16 03:00:00,0.1443,1846.16249892602,Hold,1846.1624989260472,1059.0048436811762
Take-Profit,2024-11-16 04:00:00,0.1525,1951.0726340001247,TP 20.0% hit,1951.0726340001534,1119.1839131072722
Buy,2024-11-17 02:00:00,0.1985,1951.0726340001247,Sinal: Compra,1951.0726340001534,1456.7738147658592
Hold,2024-11-17 03:00:00,0.2003,1964.8294191077737,Hold,1964.8294191078023,1469.9838543959777
Hold,2024-11-17 04:00:00,0.1955,1917.7441409663993,Hold,1917.7441409664273,1434.7570820489948
Hold,2024-11-17 05:00:00,0.1926,1889.296785422652,Hold,1889.2967854226797,1413.4742404226924
Hold,2024-11-17 06:00:00,0.2001,1962.8675325185498,Hold,1962.8675325185786,1468.5160722148535
Hold,2024-11-17 07:00:00,0.1989,1951.096212983206,Hold,1951.0962129832349,1459.7093791281075
Hold,2024-11-17 08:00:00,0.2019,1980.5245118215653,Hold,1980.5245118215946,1481.726111844972
Sell,2024-11-17 09:00:00,0.1979,1941.2867800370864,Sinal: Venda,1941.2867800371152,1452.3704682224861
Buy,2024-11-17 12:00:00,0.1958,1941.2867800370864,Sinal: Compra,1941.2867800371152,1436.9587553206811
Hold,2024-11-17 13:00:00,0.206,2038.3333321723248,Hold,2038.333332172355,1511.81564655802
Sell,2024-11-17 14:00:00,0.203,2008.6488661698156,Sinal: Venda,2008.6488661698456,1489.7989138411558
Buy,2024-11-18 10:00:00,0.241,2008.6488661698156,Sinal: Compra,2008.6488661698456,1768.6775282547708
Hold,2024-11-18 11:00:00,0.2432,2022.933136711197,Hold,2022.9331367112272,1784.823132247138
Hold,2024-11-18 12:00:00,0.2379,1978.8478339785927,Hold,1978.8478339786225,1745.9269044473442
Hold,2024-11-18 13:00:00,0.239,1987.99761379102,Hold,1987.99761379105,1753.9997064435279
Hold,2024-11-18 14:00:00,0.2442,2031.251118358858,Hold,2031.2511183588886,1792.16204315276
Hold,2024-11-18 15:00:00,0.2451,2038.7373018417534,Hold,2038.7373018417838,1798.7670629678191
Hold,2024-11-18 16:00:00,0.2365,1967.202659671867,Hold,1967.2026596718963,1735.6524291794744
Hold,2024-11-18 17:00:00,0.2276,1893.1726230076827,Hold,1893.1726230077109,1670.3361221194434
Hold,2024-11-18 18:00:00,0.2309,1920.6219624449645,Hold,1920.621962444993,1694.5545281079942
Hold,2024-11-18 19:00:00,0.2265,1884.0228431952555,Hold,1884.0228431952833,1662.2633201232597
Hold,2024-11-18 20:00:00,0.2309,1920.6219624449645,Hold,1920.621962444993,1694.5545281079942
Hold,2024-11-18 21:00:00,0.2296,1909.808586303005,Hold,1909.8085863030335,1685.013943930686
Hold,2024-11-18 22:00:00,0.2367,1968.8662560013993,Hold,1968.8662560014284,1737.1202113605984
Sell,2024-11-18 23:00:00,0.2318,1928.1081459278598,Sinal: Venda,1928.1081459278885,1701.1595479230532
Buy,2024-11-24 14:00:00,0.4833,1928.1081459278598,Sinal: Compra,1928.1081459278885,3546.8956406868497
Hold,2024-11-24 15:00:00,0.4564,1817.151791174074,Hold,1817.151791174101,3349.478937325632
Hold,2024-11-24 16:00:00,0.4771,1899.5686230700062,Hold,1899.568623070034,3501.394393071996
Hold,2024-11-24 17:00:00,0.4751,1891.6056441428632,Hold,1891.6056441428907,3486.7165712607534
Hold,2024-11-24 18:00:00,0.5432,2162.7450766120887,Hold,2162.7450766121206,3986.4964039335746
Sell,2024-11-24 19:00:00,0.5227,2081.124542608871,Sinal: Venda,2081.1245426089013,3836.0487303683344
Buy,2024-11-27 13:00:00,0.5031,2081.124542608871,Sinal: Compra,2081.1245426089013,3692.2060766181535
Hold,2024-11-27 14:00:00,0.5017,2071.1847083303514,Hold,2071.1847083303815,3681.931601350284
Hold,2024-11-27 15:00:00,0.5078,2096.3675401438163,Hold,2096.367540143847,3726.6989578745747
Hold,2024-11-27 16:00:00,0.5001,2064.5793753956723,Hold,2064.5793753957023,3670.1893439012892
Hold,2024-11-27 17:00:00,0.5065,2091.000707134389,Hold,2091.0007071344194,3717.1583736972666
Hold,2024-11-27 18:00:00,0.5009,2067.882041863012,Hold,2067.882041863042,3676.060472625787
Hold,2024-11-27 19:00:00,0.4962,2048.478876367392,Hold,2048.4788763674214,3641.567591369366
Hold,2024-11-27 20:00:00,0.5037,2079.4413744987005,Hold,2079.4413744987305,3696.6094231615266
Hold,2024-11-27 21:00:00,0.4975,2053.8457093768184,Hold,2053.845709376848,3651.1081755466735
Hold,2024-11-27 22:00:00,0.482,1989.8565465721135,Hold,1989.8565465721422,3537.3550565095406
Hold,2024-11-27 23:00:00,0.4833,1995.2233795815405,Hold,1995.2233795815694,3546.8956406868488
Hold,2024-11-28 00:00:00,0.4767,1967.9763812259887,Hold,1967.976381226017,3498.4588287097467
Hold,2024-11-28 01:00:00,0.492,2031.1398774138588,Hold,2031.1398774138881,3610.7441655657553
Hold,2024-11-28 02:00:00,0.4827,1992.7463797310359,Hold,1992.7463797310647,3542.492294143476
Hold,2024-11-28 03:00:00,0.4848,2001.4158792078024,Hold,2001.415879207831,3557.904007045281
Sell,2024-11-28 04:00:00,0.4905,2024.9473777875971,Sinal: Venda,2024.947377787626,3599.7357992073235
Buy,2024-12-01 03:00:00,0.5034,2024.9473777875971,Sinal: Compra,2024.947377787626,3694.4077498898396
Hold,2024-12-01 04:00:00,0.5057,2030.1328589296434,Hold,2030.1328589296722,3711.2872449727697
Hold,2024-12-01 05:00:00,0.4964,1992.798005087354,Hold,1992.7980050873823,3643.03537355049
Hold,2024-12-01 06:00:00,0.5037,2022.1038581033447,Hold,2022.1038581033733,3696.609423161526
Hold,2024-12-01 07:00:00,0.5024,2016.8850075662501,Hold,2016.8850075662785,3687.0688389842176
Hold,2024-12-01 08:00:00,0.5108,2050.6068110367055,Hold,2050.606811036734,3748.715690591439
Hold,2024-12-01 09:00:00,0.5108,2050.6068110367055,Hold,2050.606811036734,3748.715690591439
Hold,2024-12-01 10:00:00,0.5085,2041.3734600864614,Hold,2041.37346008649,3731.836195508509
Hold,2024-12-01 11:00:00,0.5095,2045.387960499611,Hold,2045.3879604996396,3739.1751064141304
Hold,2024-12-01 12:00:00,0.5035,2021.3009580207145,Hold,2021.3009580207429,3695.141640980401
Hold,2024-12-01 13:00:00,0.5031,2019.695157855455,Hold,2019.6951578554833,3692.206076618153
Hold,2024-12-01 14:00:00,0.5053,2028.5270587643836,Hold,2028.527058764412,3708.35168061052
Hold,2024-12-01 15:00:00,0.5108,2050.6068110367055,Hold,2050.606811036734,3748.7156905914385
Hold,2024-12-01 16:00:00,0.5055,2029.3299588470134,Hold,2029.329958847042,3709.819462791644
Hold,2024-12-01 17:00:00,0.5107,2050.2053609953905,Hold,2050.2053609954196,3747.9817995008766
Hold,2024-12-01 18:00:00,0.5145,2065.460462565358,Hold,2065.4604625653874,3775.8696609422377
Hold,2024-12-01 19:00:00,0.5358,2150.9693213654405,Hold,2150.969321365471,3932.1884632319757
Hold,2024-12-01 20:00:00,0.5454,2189.508525331674,Hold,2189.5085253317047,4002.6420079259406
Hold,2024-12-01 21:00:00,0.5355,2149.764971241495,Hold,2149.7649712415255,3929.9867899602878
Hold,2024-12-01 22:00:00,0.539,2163.815722687518,Hold,2163.8157226875487,3955.6729781299637
Hold,2024-12-01 23:00:00,0.5607,2250.9303816528595,Hold,2250.9303816528914,4114.927344781949
Hold,2024-12-02 00:00:00,0.5554,2229.6535294631676,Hold,2229.653529463199,4076.0311169821553
Hold,2024-12-02 01:00:00,0.5655,2270.1999836359764,Hold,2270.1999836360083,4150.154117128931
Hold,2024-12-02 02:00:00,0.5522,2216.80712814109,Hold,2216.807128141121,4052.546602084166
Hold,2024-12-02 03:00:00,0.5421,2176.260673968281,Hold,2176.260673968312,3978.4236019373893
Hold,2024-12-02 04:00:00,0.5486,2202.354926653752,Hold,2202.354926653783,4026.1265228239286
Hold,2024-12-02 05:00:00,0.5472,2196.734626075343,Hold,2196.734626075374,4015.8520475560595
Hold,2024-12-02 06:00:00,0.5432,2180.676624422745,Hold,2180.6766244227756,3986.4964039335737
Hold,2024-12-02 07:00:00,0.5332,2140.5316202912513,Hold,2140.531620291282,3913.1072948773585
Hold,2024-12-02 08:00:00,0.5095,2045.387960499611,Hold,2045.3879604996396,3739.1751064141295
Hold,2024-12-02 09:00:00,0.5193,2084.7300645484747,Hold,2084.730064548504,3811.0964332892195
Trailing-Stop,2024-12-02 10:00:00,0.5017,2014.0748572770458,Trailing stop 10.0% hit,2014.0748572770742,3681.9316013502826
Buy,2024-12-02 18:00:00,0.5424,2014.0748572770458,Sinal: Compra,2014.0748572770742,3980.625275209075
Hold,2024-12-02 19:00:00,0.5441,2016.3486531026579,Hold,2016.3486531026865,3993.101423748632
Hold,2024-12-02 20:00:00,0.5331,1975.5843906800715,Hold,1975.5843906800997,3912.373403786796
Hold,2024-12-02 21:00:00,0.5331,1975.5843906800715,Hold,1975.5843906800997,3912.373403786796
Hold,2024-12-02 22:00:00,0.5382,1994.4841850759979,Hold,1994.484185076026,3949.801849405465
Hold,2024-12-02 23:00:00,0.5393,1998.5606113182564,Hold,1998.5606113182848,3957.874651401649
Hold,2024-12-03 00:00:00,0.5279,1956.3140120803032,Hold,1956.314012080331,3874.2110670775646
Hold,2024-12-03 01:00:00,0.5218,1933.70837564596,Hold,1933.7083756459872,3829.443710553274
Hold,2024-12-03 02:00:00,0.5265,1951.1258332265195,Hold,1951.1258332265468,3863.9365918096946
Hold,2024-12-03 03:00:00,0.5475,2028.9485160332754,Hold,2028.9485160333038,4018.053720827745
Hold,2024-12-03 04:00:00,0.5674,2102.6947725977725,Hold,2102.6947725978016,4164.098047849612
Hold,2024-12-03 05:00:00,0.5562,2061.189341767503,Hold,2061.1893417675315,4081.9022457066517
Hold,2024-12-03 06:00:00,0.5357,1985.2195799799551,Hold,1985.2195799799827,3931.4545721414115
Hold,2024-12-03 07:00:00,0.5333,1976.3255590877548,Hold,1976.325559087782,3913.8411859679204
Hold,2024-12-03 08:00:00,0.547,2027.095595014067,Hold,2027.095595014095,4014.3842653749352
Hold,2024-12-03 09:00:00,0.537,1990.0371746298977,Hold,1990.037174629925,3940.9951563187205
Hold,2024-12-03 10:00:00,0.5318,1970.7667960301294,Hold,1970.7667960301565,3902.8328196094894
Hold,2024-12-03 11:00:00,0.5553,2057.8540839329276,Hold,2057.8540839329557,4075.2972258915934
Hold,2024-12-03 12:00:00,0.5387,1996.337106095206,Hold,1996.3371060952334,3953.4713048582767
Trailing-Stop,2024-12-03 13:00:00,0.5061,1875.526655642814,Trailing stop 10.0% hit,1875.5266556428394,3714.222809335018
Buy,2024-12-13 16:00:00,0.4358,1875.526655642814,Sinal: Compra,1875.5266556428394,3198.2973726698297
Hold,2024-12-13 17:00:00,0.4357,1871.347974077124,Hold,1871.3479740771495,3197.5634815792673
Hold,2024-12-13 18:00:00,0.4311,1851.5908001483779,Hold,1851.590800148403,3163.8044914134084
Hold,2024-12-13 19:00:00,0.4343,1865.3349211422885,Hold,1865.334921142314,3187.2890063113973
Hold,2024-12-13 20:00:00,0.4373,1878.2200345740796,Hold,1878.2200345741053,3209.305739028262
Hold,2024-12-13 21:00:00,0.4333,1861.0398833316915,Hold,1861.0398833317172,3179.9500954057758
Hold,2024-12-13 22:00:00,0.4322,1856.3153417400347,Hold,1856.3153417400604,3171.8772934095914
Hold,2024-12-13 23:00:00,0.4379,1880.7970572604377,Hold,1880.7970572604636,3213.709085571634
Hold,2024-12-14 00:00:00,0.4303,1848.1547698999004,Hold,1848.154769899926,3157.933362688911
Hold,2024-12-14 01:00:00,0.4337,1862.7578984559302,Hold,1862.7578984559561,3182.8856597680233
Hold,2024-12-14 02:00:00,0.4343,1865.3349211422885,Hold,1865.3349211423144,3187.2890063113964
Hold,2024-12-14 03:00:00,0.438,1881.2265610414975,Hold,1881.2265610415238,3214.442976662196
Hold,2024-12-14 04:00:00,0.4367,1875.643011887721,Hold,1875.6430118877474,3204.902392484888
Hold,2024-12-14 05:00:00,0.447,1919.8819013368707,Hold,1919.8819013368977,3280.493174812789
