Ordem,Timestamp,Valor,Saldo,Sinal,Saldo_norm,Valor_norm
Hold,2025-01-16 09:00:00,1.0447,2268.2954551186467,Hold,2268.2954551186313,15171.362184141664
Hold,2025-01-16 10:00:00,1.0448,2268.5125792169642,Hold,2268.512579216949,15172.814406041169
Hold,2025-01-16 11:00:00,1.0666,2315.84563265009,Hold,2315.845632650074,15489.398780133532
Hold,2025-01-16 12:00:00,1.1063,2402.043899681975,Hold,2402.043899681958,16065.930874237505
Hold,2025-01-16 13:00:00,1.0889,2364.2643065748016,Hold,2364.264306574785,15813.244263723418
Hold,2025-01-16 14:00:00,1.0668,2316.279880846724,Hold,2316.2798808467082,15492.30322393254
Hold,2025-01-16 15:00:00,1.1023,2393.3589357492915,Hold,2393.358935749275,16007.841998257256
Take-Profit,2025-01-16 16:00:00,1.1239,2440.2577409857827,TP 5.0% hit,2440.257740985766,16321.521928550603
Buy,2025-01-16 22:00:00,1.0917,2440.2577409857827,Sinal: Compra,2440.257740985766,15853.906476909595
Hold,2025-01-16 23:00:00,1.0892,2429.80263071126,Hold,2429.802630711243,15817.600929421938
Hold,2025-01-17 00:00:00,1.1003,2454.5646663345574,Hold,2454.5646663345406,15978.797560267132
Hold,2025-01-17 01:00:00,1.1073,2470.1803644753745,Hold,2470.1803644753577,16080.453093232567
Hold,2025-01-17 02:00:00,1.1109,2478.2112949477955,Hold,2478.2112949477782,16132.733081614791
Hold,2025-01-17 03:00:00,1.1173,2492.4885046765435,Hold,2492.488504676526,16225.675283183193
Hold,2025-01-17 04:00:00,1.1278,2515.91205188777,Hold,2515.9120518877526,16378.158582631348
Hold,2025-01-17 05:00:00,1.1305,2521.9352497420855,Hold,2521.935249742068,16417.36857391802
Hold,2025-01-17 06:00:00,1.1278,2515.91205188777,Hold,2515.912051887753,16378.158582631348
Hold,2025-01-17 07:00:00,1.1153,2488.0268766363097,Hold,2488.026876636293,16196.630845193067
Hold,2025-01-17 08:00:00,1.1235,2506.3195516012674,Hold,2506.319551601251,16315.713040952576
Hold,2025-01-17 09:00:00,1.1147,2486.688388224239,Hold,2486.6883882242228,16187.91751379603
Hold,2025-01-17 10:00:00,1.124,2507.4349586113262,Hold,2507.4349586113094,16322.97415045011
Hold,2025-01-17 11:00:00,1.1247,2508.996528425408,Hold,2508.9965284253913,16333.139703746652
Sell,2025-01-17 12:00:00,1.1117,2479.9959461638887,Sinal: Venda,2479.995946163872,16144.350856810843
Buy,2025-01-17 13:00:00,1.1054,2479.9959461638887,Sinal: Compra,2479.995946163872,16052.86087714195
Hold,2025-01-17 14:00:00,1.1174,2501.9069535466915,Hold,2501.9069535466747,16227.127505082699
