Semestre,Saldo Inicial,Saldo Final,Retorno (%),Retorno Cripto (%),Retorno Liquido (%)
2020-08-01,1000.0,1000.0,0.0,13.551401869158886,-13.551401869158886
2021-02-01,1000.0,1000.0,0.0,790.1378424864943,-790.1378424864943
2021-08-01,1000.0,1000.0,0.0,175.50398759415148,-175.50398759415148
2022-02-01,1000.0,1000.0,0.0,-57.82712607050389,57.82712607050389
2022-08-01,1000.0,1000.0,0.0,-44.17736289381563,44.17736289381563
2023-02-01,1000.0,1285.0730523529412,28.507305235294123,-0.2522068095838548,28.759512044877976
2023-08-01,1285.0730523529412,2034.2259342096743,58.29652100205901,305.52070263488076,-247.22418163282174
2024-02-01,2034.2259342096743,2034.2259342096743,0.0,76.4204253570328,-76.4204253570328
2024-08-01,2034.2259342096743,1767.613071956222,-13.106354499262402,34.750000000000014,-47.856354499262416
2025-02-01,1767.613071956222,1579.3214840010119,-10.652307959389969,-23.61009588510986,12.957787925719892
