Semestre,Saldo Inicial,Saldo Final,Retorno (%),Retorno Cripto (%),Retorno Liquido (%)
2017-08-01,1000.0,3820.445512064799,282.04455120647987,265.45909415816493,16.585457048314936
2018-02-01,3820.445512064799,1582.6913176688831,-58.573121572580646,-61.81802120141342,3.2448996288327763
2018-08-01,1582.6913176688831,460.6287789364687,-70.89585481425902,-75.33999026944373,4.444135455184707
2019-02-01,460.6287789364687,946.6509706328939,105.51277165499442,106.13439033597585,-0.6216186809814275
2019-08-01,946.6509706328939,883.1759838741716,-6.705215409675793,-16.729123294008787,10.023907884332994
2020-02-01,883.1759838741716,1313.3321854023457,48.70560447547898,91.24744602131535,-42.54184154583638
2020-08-01,1313.3321854023457,4523.009130901582,244.3918592093238,281.54414115868724,-37.15228194936344
2021-02-01,4523.009130901582,8018.667600739168,77.2861245394123,97.74291584959023,-20.456791310177934
2021-08-01,8018.667600739168,8291.888783153916,3.407313983055767,4.535551440265184,-1.1282374572094174
2022-02-01,8291.888783153916,7463.988938111156,-9.984454286516112,-37.59431769584055,27.60986340932444
2022-08-01,7463.988938111156,5091.033697621422,-31.792051946559237,-6.099590714975333,-25.692461231583906
2023-02-01,5091.033697621422,6319.726880666226,24.13445394437009,17.22940113936364,6.905052805006449
2023-08-01,6319.726880666226,7044.335814956521,11.465826735441244,22.641327001998235,-11.175500266556991
2024-02-01,7044.335814956521,10398.641175489534,47.61705643577012,41.56394098765539,6.053115448114724
2024-08-01,10398.641175489534,11023.257959105742,6.006715426323985,2.039560928714268,3.967154497609717
2025-02-01,11023.257959105742,11521.289643617787,4.518008073109157,8.263792583659946,-3.7457845105507888
